CODEALERTA,VPRESSAO_original
1043702,ilegal_mining
1043743,agriculture
1043744,agriculture
1043760,ilegal_mining
1043771,ilegal_mining
1043775,ilegal_mining
1043786,ilegal_mining
1043798,roads
1043828,agriculture
1043832,ilegal_mining
1043842,agriculture
1043857,agriculture
1043890,ilegal_mining
1043904,agriculture
1043925,ilegal_mining
1043947,ilegal_mining
1043970,agriculture
1043992,agriculture
1044002,agriculture
1044023,ilegal_mining
1044029,agriculture
1044045,agriculture
1044056,agriculture
1044060,agriculture
1044083,agriculture
1044096,agriculture
1044099,ilegal_mining
1044105,agriculture
1044111,agriculture
1044125,ilegal_mining
1044155,agriculture
1044157,ilegal_mining
1044159,agriculture
1044199,ilegal_mining
1044205,agriculture
1044227,ilegal_mining
1044232,ilegal_mining
1044236,ilegal_mining
1044238,ilegal_mining
1044242,ilegal_mining
1044271,agriculture
1044279,ilegal_mining
1044282,agriculture
1044300,agriculture
1044302,ilegal_mining
1044304,agriculture
1044308,agriculture
1044310,agriculture
1044326,ilegal_mining
1044345,agriculture
1044348,ilegal_mining
1044349,agriculture
1044351,agriculture
1044388,ilegal_mining
1044420,agriculture
1044421,ilegal_mining
1044423,agriculture
1044424,agriculture
1044433,ilegal_mining
1044439,ilegal_mining
1044440,agriculture
1044453,ilegal_mining
1044466,ilegal_mining
1044490,ilegal_mining
1044524,ilegal_mining
1044548,ilegal_mining
1044564,ilegal_mining
1044575,agriculture
1044578,agriculture
1044581,agriculture
1044595,agriculture
1044607,agriculture
1044680,agriculture
1044708,agriculture
1044738,agriculture
1044826,agriculture
1044834,agriculture
1044869,agriculture
1044884,agriculture
1044914,agriculture
1044924,agriculture
1044931,agriculture
1044942,agriculture
1044948,agriculture
1044962,agriculture
1044972,agriculture
1044976,agriculture
1045014,agriculture
1045078,ilegal_mining
1045088,agriculture
1045107,agriculture
1045158,agriculture
1045159,agriculture
1045214,agriculture
1045222,agriculture
1045227,agriculture
1045294,agriculture
1045332,agriculture
1045354,agriculture
1045358,agriculture
1045367,agriculture
1045412,agriculture
1045445,agriculture
1045453,agriculture
1045486,agriculture
1045489,agriculture
1045490,agriculture
1045496,agriculture
1045513,agriculture
1045588,agriculture
1045589,agriculture
1045590,agriculture
1045672,agriculture
1045675,agriculture
1045700,agriculture
1045721,agriculture
1045749,agriculture
1045762,agriculture
1045767,agriculture
1045774,agriculture
1045807,agriculture
1045924,agriculture
1045925,agriculture
1045951,agriculture
1045979,agriculture
1045998,agriculture
1046005,agriculture
1046006,agriculture
1046028,ilegal_mining
1046088,agriculture
1046122,agriculture
1046134,agriculture
1046136,agriculture
1046181,agriculture
1046191,agriculture
1046218,agriculture
1046280,agriculture
1046303,agriculture
1046370,agriculture
1046445,agriculture
1046447,agriculture
1046456,agriculture
1046457,ilegal_mining
1046512,agriculture
1046513,agriculture
1046520,agriculture
1046531,agriculture
1046597,agriculture
1046619,ilegal_mining
1046621,agriculture
1046630,agriculture
1046679,agriculture
1046680,agriculture
1046689,agriculture
1046854,agriculture
1046857,agriculture
1046858,roads
1046879,agriculture
1046932,agriculture
1046947,agriculture
1046962,agriculture
1046966,ilegal_mining
1046975,agriculture
1046997,ilegal_mining
1047042,ilegal_mining
1047143,ilegal_mining
1047184,agriculture
1047205,ilegal_mining
1047209,ilegal_mining
1047228,agriculture
1047266,ilegal_mining
1047301,agriculture
1047306,agriculture
1047323,ilegal_mining
1047341,agriculture
1047349,agriculture
1047351,ilegal_mining
1047382,agriculture
1047426,agriculture
1047439,agriculture
1047464,agriculture
1047481,ilegal_mining
1047552,agriculture
1047571,agriculture
1047631,agriculture
1047667,agriculture
1047679,agriculture
1047684,agriculture
1047694,agriculture
1047731,agriculture
1047736,agriculture
1047746,agriculture
1047794,ilegal_mining
1047801,ilegal_mining
1047825,agriculture
1047837,agriculture
1047853,agriculture
1047863,agriculture
1047870,agriculture
1047880,agriculture
1047882,agriculture
1047893,agriculture
1047900,agriculture
1047906,agriculture
1047907,agriculture
1047908,ilegal_mining
1047919,agriculture
1047922,agriculture
1047974,ilegal_mining
1047998,agriculture
1048048,agriculture
1048075,agriculture
1048079,agriculture
1048096,agriculture
1048104,agriculture
1048110,agriculture
1048119,agriculture
1048159,agriculture
1048197,agriculture
1048236,agriculture
1048251,agriculture
1048267,agriculture
1048307,agriculture
1048313,agriculture
1048316,agriculture
1048387,agriculture
1048396,agriculture
1048398,agriculture
1048412,agriculture
1048458,agriculture
1048468,agriculture
1048471,ilegal_mining
1048473,ilegal_mining
1048484,agriculture
1048496,agriculture
1048528,agriculture
1048645,agriculture
1048654,ilegal_mining
1048710,ilegal_mining
1048718,ilegal_mining
1048774,agriculture
1048818,agriculture
1048819,agriculture
1048830,agriculture
1048863,agriculture
1048913,agriculture
1048928,agriculture
1048982,agriculture
1048984,agriculture
1049017,agriculture
1049136,agriculture
1049157,agriculture
1049170,agriculture
1049200,ilegal_mining
1049202,agriculture
1049218,agriculture
1049244,agriculture
1049255,agriculture
1049263,agriculture
1049265,agriculture
1049322,agriculture
1049345,aquaculture
1049380,agriculture
1049404,agriculture
1049408,agriculture
1049416,agriculture
1049429,agriculture
1049431,agriculture
1049435,agriculture
1049459,ilegal_mining
1049504,agriculture
1049573,agriculture
1049600,ilegal_mining
1049601,agriculture
1049610,agriculture
1049616,agriculture
1049642,agriculture
1049676,ilegal_mining
1049693,agriculture
1049697,agriculture
1049716,agriculture
1049809,agriculture
1049850,agriculture
1049866,agriculture
1049879,ilegal_mining
1049881,ilegal_mining
1049940,ilegal_mining
1049954,agriculture
1049979,agriculture
1050052,agriculture
1050068,agriculture
1050082,agriculture
1050088,agriculture
1050131,agriculture
1050140,agriculture
1050165,agriculture
1050182,agriculture
1050202,ilegal_mining
1050219,agriculture
1050246,agriculture
1050263,agriculture
1050265,agriculture
1050278,agriculture
1050284,agriculture
1050285,agriculture
1050290,agriculture
1050294,agriculture
1050306,agriculture
1050309,agriculture
1050369,agriculture
1050378,agriculture
1050384,agriculture
1050424,ilegal_mining
1050456,agriculture
1050458,ilegal_mining
1050466,agriculture
1050500,agriculture
1050555,agriculture
1050568,agriculture
1050617,agriculture
1050679,agriculture
1050695,agriculture
1050717,agriculture
1050721,agriculture
1050754,agriculture
1050829,ilegal_mining
1050895,agriculture
1050901,agriculture
1050929,agriculture
1050932,agriculture
1051049,agriculture
1051142,agriculture
1051195,ilegal_mining
1051214,agriculture
1051220,agriculture
1051241,agriculture
1051259,agriculture
1051270,agriculture
1051280,agriculture
1051291,agriculture
1051297,agriculture
1051326,agriculture
1051336,ilegal_mining
1051341,agriculture
1051379,agriculture
1051382,agriculture
1051423,agriculture
1051437,agriculture
1051472,agriculture
1051494,agriculture
1051561,agriculture
1051576,agriculture
1051590,agriculture
1051610,agriculture
1051623,ilegal_mining
1051628,agriculture
1051635,agriculture
1051639,agriculture
1051665,agriculture
1051707,agriculture
1051743,agriculture
1051772,ilegal_mining
1051783,agriculture
1051788,agriculture
1051789,agriculture
1051851,agriculture
1051864,agriculture
1051872,agriculture
1051886,agriculture
1051909,agriculture
1051941,agriculture
1051943,agriculture
1051951,agriculture
1051959,agriculture
1052033,ilegal_mining
1052045,agriculture
1052054,agriculture
1052076,agriculture
1052078,agriculture
1052122,agriculture
1052142,agriculture
1052145,agriculture
1052195,agriculture
1052211,ilegal_mining
1052230,agriculture
1052267,agriculture
1052336,agriculture
1052410,agriculture
1052471,agriculture
1052497,ilegal_mining
1052500,agriculture
1052542,agriculture
1052544,agriculture
1052568,agriculture
1052638,agriculture
1052651,agriculture
1052662,agriculture
1052672,agriculture
1052711,agriculture
1052736,agriculture
1052740,agriculture
1052749,agriculture
1052774,agriculture
1052784,agriculture
1052787,agriculture
1052808,ilegal_mining
1052868,agriculture
1052869,agriculture
1052875,agriculture
1052897,agriculture
1052968,agriculture
1052977,agriculture
1053014,agriculture
1053023,agriculture
1053063,agriculture
1053078,agriculture
1053102,agriculture
1053131,agriculture
1053138,agriculture
1053139,agriculture
1053163,agriculture
1053164,agriculture
1053174,agriculture
1053175,agriculture
1053192,agriculture
1053205,agriculture
1053238,agriculture
1053241,agriculture
1053300,ilegal_mining
1053305,agriculture
1053327,agriculture
1053359,ilegal_mining
1053389,agriculture
1053450,agriculture
1053472,agriculture
1053474,agriculture
1053511,agriculture
1053528,agriculture
1053595,agriculture
1053623,agriculture
1053630,agriculture
1053660,agriculture
1053810,agriculture
1053818,agriculture
1053892,agriculture
1053964,agriculture
1053987,agriculture
1054019,agriculture
1054036,agriculture
1054077,agriculture
1054116,agriculture
1054214,agriculture
1054222,ilegal_mining
1054351,agriculture
1054421,agriculture
1054425,agriculture
1054460,agriculture
1054582,ilegal_mining
1054652,agriculture
1054677,agriculture
1054691,agriculture
1054726,agriculture
1054827,agriculture
1054839,agriculture
1054840,agriculture
1054874,agriculture
1054895,agriculture
1054909,agriculture
1054911,agriculture
1054926,ilegal_mining
1054939,agriculture
1054971,ilegal_mining
1054990,agriculture
1055011,agriculture
1055061,agriculture
1062256,agriculture
1062264,agriculture
1062359,agriculture
1062407,agriculture
1062426,agriculture
1062454,agriculture
1062461,agriculture
1062469,agriculture
1062511,agriculture
1062520,agriculture
1062540,agriculture
1062555,agriculture
1062560,agriculture
1062601,agriculture
1062614,agriculture
1062624,agriculture
1062651,agriculture
1062659,agriculture
1062671,agriculture
1062681,agriculture
1062752,ilegal_mining
1062775,agriculture
1062812,agriculture
1062814,agriculture
1062821,agriculture
1062842,agriculture
1062851,agriculture
1062856,agriculture
1062857,agriculture
1062872,agriculture
1062887,agriculture
1062917,agriculture
1062973,agriculture
1062991,agriculture
1063041,ilegal_mining
1063054,agriculture
1063084,agriculture
1063148,agriculture
1063152,agriculture
1063171,agriculture
1063191,ilegal_mining
1063232,agriculture
1063254,agriculture
1063287,agriculture
1063297,ilegal_mining
1063305,agriculture
1063354,agriculture
1063360,agriculture
1063368,agriculture
1063372,agriculture
1063374,agriculture
1063384,agriculture
1063399,agriculture
1063414,ilegal_mining
1063418,agriculture
1063430,agriculture
1063433,agriculture
1063437,agriculture
1063439,agriculture
1063441,ilegal_mining
1063460,agriculture
1063496,agriculture
1063544,agriculture
1063547,agriculture
1063557,ilegal_mining
1063588,agriculture
1063613,agriculture
1063638,agriculture
1063667,agriculture
1063701,agriculture
1063708,agriculture
1063716,ilegal_mining
1063724,agriculture
1063731,agriculture
1063774,agriculture
1063803,agriculture
1063821,agriculture
1063837,agriculture
1063844,agriculture
1063857,agriculture
1063901,agriculture
1063945,agriculture
1063955,agriculture
1063966,agriculture
1063990,agriculture
1063991,agriculture
1064110,agriculture
1064138,agriculture
1064150,agriculture
1064170,ilegal_mining
1064179,agriculture
1064247,agriculture
1064273,ilegal_mining
1064280,ilegal_mining
1064285,agriculture
1064287,agriculture
1064299,agriculture
1064300,agriculture
1064303,agriculture
1064327,agriculture
1064371,agriculture
1064380,agriculture
1064416,ilegal_mining
1064480,agriculture
1064484,agriculture
1064547,ilegal_mining
1064548,agriculture
1064572,ilegal_mining
1064623,agriculture
1064628,agriculture
1064673,agriculture
1064704,ilegal_mining
1064708,agriculture
1064745,agriculture
1064748,agriculture
1064767,agriculture
1064768,agriculture
1064806,agriculture
1064827,agriculture
1064839,agriculture
1064850,agriculture
1064868,agriculture
1064880,agriculture
1064894,agriculture
1064907,agriculture
1064909,agriculture
1064914,agriculture
1064920,ilegal_mining
1064977,agriculture
1065033,agriculture
1065062,agriculture
1065095,agriculture
1065106,ilegal_mining
1065111,agriculture
1065116,agriculture
1065147,agriculture
1065155,agriculture
1065168,agriculture
1065177,agriculture
1065190,agriculture
1065221,agriculture
1065259,ilegal_mining
1065273,agriculture
1065303,agriculture
1065306,agriculture
1065326,agriculture
1065403,agriculture
1065444,agriculture
1065540,agriculture
1065613,agriculture
1065619,agriculture
1065649,ilegal_mining
1065655,agriculture
1065681,agriculture
1065685,ilegal_mining
1065689,agriculture
1065699,agriculture
1065712,agriculture
1065723,agriculture
1065739,agriculture
1065763,agriculture
1065768,agriculture
1065812,agriculture
1065833,agriculture
1065839,agriculture
1065840,agriculture
1065850,agriculture
1065873,agriculture
1065893,agriculture
1065905,agriculture
1065933,agriculture
1065954,ilegal_mining
1065976,agriculture
1065984,agriculture
1066016,agriculture
1066041,agriculture
1066083,agriculture
1066089,agriculture
1066130,agriculture
1066141,agriculture
1066146,agriculture
1066147,agriculture
1066245,agriculture
1066285,agriculture
1066292,agriculture
1066304,agriculture
1066337,agriculture
1066355,agriculture
1066371,agriculture
1066376,agriculture
1066411,urban_expansion
1066415,agriculture
1066456,agriculture
1066495,agriculture
1066536,agriculture
1066545,agriculture
1066627,agriculture
1066634,agriculture
1066660,agriculture
1066707,agriculture
1066761,agriculture
1066813,agriculture
1066855,agriculture
1066880,agriculture
1066892,agriculture
1066897,agriculture
1066953,agriculture
1067005,agriculture
1067039,agriculture
1067050,agriculture
1067052,agriculture
1067053,agriculture
1067070,agriculture
1067108,agriculture
1067137,agriculture
1067173,agriculture
1067179,agriculture
1067188,agriculture
1067207,agriculture
1067211,agriculture
1067219,agriculture
1067230,agriculture
1067238,agriculture
1067290,agriculture
1067371,ilegal_mining
1067376,ilegal_mining
1067389,agriculture
1067390,agriculture
1067414,agriculture
1067452,agriculture
1067453,agriculture
1067459,agriculture
1067482,agriculture
1067514,agriculture
1067537,agriculture
1067538,agriculture
1067573,agriculture
1067576,agriculture
1067586,agriculture
1067649,agriculture
1067698,agriculture
1067703,agriculture
1067716,agriculture
1067774,agriculture
1067778,agriculture
1067813,agriculture
1067888,agriculture
1067896,agriculture
1067921,agriculture
1067928,ilegal_mining
1067941,agriculture
1067950,agriculture
1067997,agriculture
1068008,ilegal_mining
1068018,agriculture
1068035,agriculture
1068066,agriculture
1068068,agriculture
1068109,agriculture
1068150,agriculture
1068174,ilegal_mining
1068178,agriculture
1068184,agriculture
1068190,agriculture
1068224,agriculture
1068225,agriculture
1068229,agriculture
1068234,agriculture
1068238,agriculture
1068244,agriculture
1068331,agriculture
1068339,agriculture
1068373,agriculture
1068410,agriculture
1068435,agriculture
1068526,agriculture
1068560,agriculture
1068564,agriculture
1068602,agriculture
1068611,agriculture
1068692,agriculture
1068725,agriculture
1068735,agriculture
1068837,agriculture
1068849,agriculture
1068872,agriculture
1068879,agriculture
1068893,agriculture
1068923,agriculture
1068941,agriculture
1068967,agriculture
1068984,agriculture
1068985,agriculture
1068986,agriculture
1068988,agriculture
1069001,agriculture
1069002,agriculture
1069006,agriculture
1069008,agriculture
1069052,agriculture
1069120,agriculture
1069123,agriculture
1069137,agriculture
1069175,agriculture
1069205,agriculture
1069251,agriculture
1069262,agriculture
1069312,agriculture
1069323,agriculture
1069330,ilegal_mining
1069363,agriculture
1069375,agriculture
1069388,agriculture
1069394,agriculture
1069410,agriculture
1069428,agriculture
1069462,agriculture
1069513,agriculture
1069515,agriculture
1069522,agriculture
1069545,agriculture
1069547,agriculture
1069556,ilegal_mining
1069558,agriculture
1069570,ilegal_mining
1069590,agriculture
1069621,agriculture
1069622,agriculture
1069671,agriculture
1069718,agriculture
1069735,agriculture
1069740,agriculture
1069745,ilegal_mining
1069920,agriculture
1069958,agriculture
1070009,agriculture
1070018,agriculture
1070045,agriculture
1070046,agriculture
1070055,agriculture
1070058,agriculture
1070119,agriculture
1070133,agriculture
1070234,agriculture
1070298,agriculture
1070308,agriculture
1070358,agriculture
1070369,agriculture
1070372,agriculture
1070378,agriculture
1070475,agriculture
1070492,agriculture
1070565,agriculture
1070567,agriculture
1070573,agriculture
1070574,agriculture
1070577,agriculture
1070589,agriculture
1070593,agriculture
1070616,agriculture
1070640,agriculture
1070700,agriculture
1070729,agriculture
1070757,agriculture
1070759,agriculture
1070775,agriculture
1070801,agriculture
1070844,agriculture
1070896,agriculture
1070903,agriculture
1070906,agriculture
1070918,agriculture
1070932,agriculture
1070951,agriculture
1070956,agriculture
1070984,agriculture
1071003,agriculture
1071055,agriculture
1071067,agriculture
1071110,agriculture
1071130,agriculture
1071148,agriculture
1071154,agriculture
1071192,agriculture
1071199,agriculture
1071242,agriculture
1071244,ilegal_mining
1071258,agriculture
1071293,agriculture
1071302,agriculture
1071448,agriculture
1071462,agriculture
1071464,agriculture
1071496,agriculture
1071514,agriculture
1071522,agriculture
1071528,agriculture
1071545,agriculture
1071599,agriculture
1071603,agriculture
1071636,agriculture
1071665,agriculture
1071682,agriculture
1071703,agriculture
1071723,agriculture
1071748,agriculture
1071812,agriculture
1071842,ilegal_mining
1071849,agriculture
1071851,agriculture
1071886,agriculture
1071900,agriculture
1071956,agriculture
1071998,agriculture
1072009,agriculture
1072010,agriculture
1072014,ilegal_mining
1072027,agriculture
1072057,agriculture
1072058,agriculture
1072063,agriculture
1072064,agriculture
1072073,agriculture
1072079,agriculture
1072089,agriculture
1072121,ilegal_mining
1072169,ilegal_mining
1072185,agriculture
1072204,agriculture
1072227,agriculture
1072265,agriculture
1072294,agriculture
1072311,agriculture
1072317,agriculture
1072343,agriculture
1072360,agriculture
1072364,agriculture
1072392,agriculture
1072522,agriculture
1072529,agriculture
1072563,agriculture
1072569,agriculture
1072590,agriculture
1072693,agriculture
1072745,ilegal_mining
1072749,ilegal_mining
1072769,agriculture
1072812,agriculture
1072833,agriculture
1072837,agriculture
1072862,agriculture
1072883,agriculture
1072912,agriculture
1072921,agriculture
1072929,ilegal_mining
1072958,ilegal_mining
1072966,agriculture
1072969,ilegal_mining
1072998,agriculture
1073004,agriculture
1073013,agriculture
1073021,agriculture
1073030,agriculture
1073042,agriculture
1073087,agriculture
1073109,agriculture
1073135,agriculture
1073138,ilegal_mining
1073143,agriculture
1073154,agriculture
1073162,agriculture
1081802,agriculture
1081803,agriculture
1081898,agriculture
1081901,agriculture
1081919,ilegal_mining
1081923,ilegal_mining
1081939,agriculture
1081975,agriculture
1081984,ilegal_mining
1081999,agriculture
1082000,agriculture
1082010,ilegal_mining
1082046,ilegal_mining
1082058,ilegal_mining
1082095,agriculture
1082098,agriculture
1082102,ilegal_mining
1082107,agriculture
1082109,ilegal_mining
1082110,agriculture
1082121,ilegal_mining
1082129,agriculture
1082154,agriculture
1082168,ilegal_mining
1082170,ilegal_mining
1082220,ilegal_mining
1082249,ilegal_mining
1082251,ilegal_mining
1082257,ilegal_mining
1082273,ilegal_mining
1082280,agriculture
1082286,ilegal_mining
1082316,agriculture
1082327,agriculture
1082328,ilegal_mining
1082332,ilegal_mining
1082344,ilegal_mining
1082359,ilegal_mining
1082378,agriculture
1082380,agriculture
1082401,ilegal_mining
1082435,agriculture
1082450,agriculture
1082455,agriculture
1082460,agriculture
1082490,agriculture
1082499,ilegal_mining
1082504,ilegal_mining
1082514,agriculture
1082516,agriculture
1082544,ilegal_mining
1082548,agriculture
1082564,agriculture
1082573,agriculture
1082575,ilegal_mining
1082578,agriculture
1082581,agriculture
1082678,ilegal_mining
1082693,agriculture
1082695,agriculture
1082711,ilegal_mining
1082716,agriculture
1082726,ilegal_mining
1082733,ilegal_mining
1082740,ilegal_mining
1082743,ilegal_mining
1082771,agriculture
1082772,ilegal_mining
1082796,agriculture
1082838,agriculture
1082860,agriculture
1082864,agriculture
1082865,ilegal_mining
1082867,agriculture
1082888,agriculture
1082896,agriculture
1082897,agriculture
1082908,agriculture
1082925,ilegal_mining
1082927,agriculture
1082999,agriculture
1083002,agriculture
1083020,ilegal_mining
1083023,agriculture
1083031,agriculture
1083032,ilegal_mining
1083040,ilegal_mining
1083062,ilegal_mining
1083070,agriculture
1083076,agriculture
1083104,agriculture
1083105,ilegal_mining
1083106,agriculture
1083117,ilegal_mining
1083131,ilegal_mining
1083132,ilegal_mining
1083143,ilegal_mining
1083157,agriculture
1083174,agriculture
1083177,ilegal_mining
1083194,ilegal_mining
1083195,ilegal_mining
1083238,agriculture
1083277,ilegal_mining
1083300,agriculture
1083322,agriculture
1083331,agriculture
1083339,ilegal_mining
1083358,ilegal_mining
1083375,agriculture
1083390,agriculture
1083429,agriculture
1083432,agriculture
1083460,ilegal_mining
1083484,agriculture
1083486,ilegal_mining
1083554,ilegal_mining
1083571,agriculture
1083575,agriculture
1083580,agriculture
1083581,ilegal_mining
1083601,agriculture
1083610,agriculture
1083622,ilegal_mining
1083655,ilegal_mining
1083658,ilegal_mining
1083683,ilegal_mining
1083701,agriculture
1083706,ilegal_mining
1083712,ilegal_mining
1083751,agriculture
1083753,ilegal_mining
1083779,agriculture
1083802,ilegal_mining
1083815,ilegal_mining
1083839,ilegal_mining
1083846,agriculture
1083849,ilegal_mining
1083887,ilegal_mining
1083906,ilegal_mining
1083917,agriculture
1083933,ilegal_mining
1083965,ilegal_mining
1083990,agriculture
1084019,ilegal_mining
1084022,ilegal_mining
1084032,ilegal_mining
1084038,ilegal_mining
1084047,ilegal_mining
1084057,agriculture
1084084,agriculture
1084086,agriculture
1084097,ilegal_mining
1084109,ilegal_mining
1084114,agriculture
1084149,agriculture
1084156,ilegal_mining
1084188,agriculture
1084206,ilegal_mining
1084220,agriculture
1084228,ilegal_mining
1084243,agriculture
1084250,ilegal_mining
1084260,agriculture
1084265,agriculture
1084298,ilegal_mining
1084303,ilegal_mining
1084316,ilegal_mining
1084319,agriculture
1084327,agriculture
1084329,agriculture
1084349,agriculture
1084350,agriculture
1084353,ilegal_mining
1084369,agriculture
1084379,ilegal_mining
1084386,ilegal_mining
1084392,ilegal_mining
1084403,ilegal_mining
1084418,agriculture
1084511,ilegal_mining
1084517,agriculture
1084521,agriculture
1084532,agriculture
1084548,ilegal_mining
1084555,ilegal_mining
1084576,ilegal_mining
1084578,agriculture
1084585,ilegal_mining
1084590,ilegal_mining
1084599,ilegal_mining
1084604,agriculture
1084607,agriculture
1084661,agriculture
1084667,agriculture
1084711,agriculture
1084738,agriculture
1084746,agriculture
1084772,ilegal_mining
1084837,ilegal_mining
1084843,ilegal_mining
1084864,ilegal_mining
1084893,ilegal_mining
1084905,ilegal_mining
1084907,agriculture
1084908,ilegal_mining
1084924,agriculture
1085011,ilegal_mining
1085019,ilegal_mining
1085022,ilegal_mining
1085044,agriculture
1085046,ilegal_mining
1085070,ilegal_mining
1085091,ilegal_mining
1085097,ilegal_mining
1085099,ilegal_mining
1085106,ilegal_mining
1085127,ilegal_mining
1085145,ilegal_mining
1085158,ilegal_mining
1085160,ilegal_mining
1085165,ilegal_mining
1085169,agriculture
1085177,ilegal_mining
1085181,ilegal_mining
1085201,ilegal_mining
1085203,ilegal_mining
1085218,ilegal_mining
1085236,ilegal_mining
1085237,agriculture
1085250,ilegal_mining
1085278,ilegal_mining
1085296,agriculture
1147268,agriculture
1147278,agriculture
1147283,agriculture
1147389,agriculture
1147431,agriculture
1147483,ilegal_mining
1147491,agriculture
1147525,agriculture
1147528,agriculture
1147543,agriculture
1147617,agriculture
1147636,agriculture
1147685,agriculture
1147716,agriculture
1147781,agriculture
1147823,agriculture
1147842,agriculture
1147858,agriculture
1147861,agriculture
1147863,agriculture
1147882,agriculture
1147906,agriculture
1147927,agriculture
1147934,agriculture
1147938,agriculture
1147939,agriculture
1148041,agriculture
1148060,ilegal_mining
1148083,ilegal_mining
1148085,agriculture
1148135,agriculture
1148158,agriculture
1148168,agriculture
1148182,agriculture
1148204,ilegal_mining
1148340,agriculture
1148399,agriculture
1148431,ilegal_mining
1148471,agriculture
1148492,agriculture
1148516,agriculture
1148614,agriculture
1148615,agriculture
1148660,agriculture
1148696,agriculture
1148709,ilegal_mining
1148724,agriculture
1148749,agriculture
1148756,agriculture
1148820,agriculture
1148836,ilegal_mining
1148845,agriculture
1148856,agriculture
1148865,ilegal_mining
1148869,agriculture
1148942,roads
1148991,ilegal_mining
1148996,agriculture
1149035,agriculture
1149102,agriculture
1149107,ilegal_mining
1149117,agriculture
1149171,agriculture
1149174,ilegal_mining
1149191,agriculture
1149212,agriculture
1149253,agriculture
1149266,agriculture
1149270,ilegal_mining
1149272,agriculture
1149296,ilegal_mining
1149317,ilegal_mining
1149334,agriculture
1149335,agriculture
1149367,ilegal_mining
1149398,agriculture
1149404,ilegal_mining
1149419,agriculture
1149424,agriculture
1149529,agriculture
1149547,agriculture
1149576,agriculture
1149577,agriculture
1149581,agriculture
1149625,agriculture
1149629,agriculture
1149637,agriculture
1149641,agriculture
1149673,agriculture
1149683,agriculture
1149714,agriculture
1149740,agriculture
1149763,ilegal_mining
1149777,agriculture
1149795,ilegal_mining
1149807,agriculture
1149820,agriculture
1149837,agriculture
1149853,agriculture
1149861,agriculture
1149876,ilegal_mining
1149889,agriculture
1149898,agriculture
1149930,agriculture
1149931,ilegal_mining
1149944,agriculture
1149954,ilegal_mining
1150017,ilegal_mining
1150019,agriculture
1150042,agriculture
1150066,agriculture
1150077,agriculture
1150095,agriculture
1150099,ilegal_mining
1150127,agriculture
1150156,agriculture
1150185,ilegal_mining
1150239,agriculture
1150271,agriculture
1150307,agriculture
1150321,ilegal_mining
1150337,ilegal_mining
1150357,agriculture
1150391,agriculture
1150401,agriculture
1150451,agriculture
1150492,agriculture
1150496,agriculture
1150502,agriculture
1150549,agriculture
1150576,agriculture
1150595,agriculture
1150602,agriculture
1150607,agriculture
1150631,agriculture
1150648,ilegal_mining
1150666,agriculture
1150692,agriculture
1150758,agriculture
1150759,ilegal_mining
1150772,agriculture
1150869,ilegal_mining
1150878,agriculture
1150895,agriculture
1150920,agriculture
1150937,agriculture
1150938,agriculture
1150942,agriculture
1150971,agriculture
1150978,agriculture
1151013,agriculture
1151026,agriculture
1151106,ilegal_mining
1151114,agriculture
1151125,agriculture
1151130,ilegal_mining
1151167,agriculture
1151185,ilegal_mining
1151194,agriculture
1151225,urban_expansion
1151227,agriculture
1151273,agriculture
1151274,agriculture
1151295,agriculture
1151307,agriculture
1151320,agriculture
1151329,agriculture
1151333,agriculture
1151334,agriculture
1151369,agriculture
1151373,agriculture
1151378,agriculture
1151418,ilegal_mining
1151450,ilegal_mining
1151456,agriculture
1151463,agriculture
1151494,agriculture
1151505,ilegal_mining
1151523,ilegal_mining
1151524,agriculture
1151539,agriculture
1151559,agriculture
1151570,agriculture
1151588,ilegal_mining
1151593,agriculture
1151613,agriculture
1151658,agriculture
1151670,agriculture
1151684,agriculture
1151690,ilegal_mining
1151693,agriculture
1151709,agriculture
1151712,agriculture
1151738,agriculture
1151739,agriculture
1151763,ilegal_mining
1151764,agriculture
1151767,agriculture
1151771,agriculture
1151791,agriculture
1151792,agriculture
1151812,agriculture
1151819,agriculture
1151876,agriculture
1151906,agriculture
1151918,ilegal_mining
1151984,agriculture
1152043,agriculture
1152045,agriculture
1152054,agriculture
1152056,agriculture
1152076,agriculture
1152113,ilegal_mining
1152127,agriculture
1152134,agriculture
1152159,agriculture
1152163,agriculture
1152179,agriculture
1152202,ilegal_mining
1152205,agriculture
1152211,agriculture
1152240,agriculture
1152244,agriculture
1152279,agriculture
1152388,agriculture
1152466,agriculture
1152478,agriculture
1152588,agriculture
1152612,agriculture
1152623,agriculture
1152655,agriculture
1152666,agriculture
1152705,agriculture
1152714,agriculture
1152718,agriculture
1152730,ilegal_mining
1152731,agriculture
1152739,agriculture
1152750,ilegal_mining
1152751,agriculture
1152774,agriculture
1152784,agriculture
1152787,agriculture
1152788,ilegal_mining
1152794,agriculture
1152807,ilegal_mining
1152813,ilegal_mining
1152819,agriculture
1152851,agriculture
1152859,agriculture
1152864,agriculture
1152867,agriculture
1152930,agriculture
1152931,agriculture
1152961,agriculture
1152981,agriculture
1153006,agriculture
1153036,agriculture
1153042,ilegal_mining
1153049,ilegal_mining
1153085,ilegal_mining
1153112,agriculture
1153131,ilegal_mining
1153166,ilegal_mining
1153182,agriculture
1153190,ilegal_mining
1153219,agriculture
1153315,agriculture
1153324,ilegal_mining
1153326,agriculture
1153328,agriculture
1153334,agriculture
1153348,agriculture
1153353,agriculture
